股票代码	股票名称	研报标题	评级	机构	18年预测收益	19年预测收益	研报时间
000858	五粮液	18Q1超预期，前景光明	买入	国金证券	3.24	3.995	5月2日
601799	星宇股份	1Q业绩符合预期、期待毛利率向上	买入	平安证券	2.23	2.95	5月2日
002798	帝王洁具	建陶、卫浴双轮驱动，拥抱龙头时代	增持	申万宏源	2.73	3.98	5月3日
002281	光迅科技	受益5G进程，高端芯片可期	买入	国元证券	0.61	0.82	5月3日
002415	海康威视	2017暨2018Q1季报点评：出色财务明细，未来重心是AI Cloud！	买入	申万宏源	1.25	1.58	5月3日
002408	齐翔腾达	C4产业链龙头，内生外延齐发展，再造个齐翔腾达	买入	太平洋	0.62	0.68	5月3日
300323	华灿光电	规模扩张、产品优化，继续超预期成长	买入	太平洋	0.79	1.12	5月3日
603517	绝味食品	—新开门店略有放缓，盈利能力稳步提升	增持	申万宏源	1.54	1.93	5月3日
601328	交通银行	2018年一季报点评：拨备反哺利润，期待息差回升	买入	国泰君安	1	1.07	5月4日
600779	水井坊	2017年年报及2018年一季报点评：Q1收入靓丽，高端化+区域拓张提速	买入	国信证券	1.4	2.08	5月4日
603008	喜临门	自主品牌高增长，软体矩阵促扩张	买入	中银国际	0.96	1.27	5月4日
300328	宜安科技	强强联合，液态金属打开应用空间	买入	方正证券	0.25	0.34	5月4日
603816	顾家家居	营收增速30%+，外延并购加速	买入	中银国际	2.54	3.16	5月4日
603355	莱克电气	莱克电气2017年报&2018一季报点评：Q1业绩不及预期 后续有望加速修复	买入	国泰君安	1.5	2.12	5月4日
002126	银轮股份	专注换热主业，业绩持续成长	增持	国联证券	0.51	0.65	5月4日
600406	国电南瑞	一季度营收利润重回高增长	买入	中信建投	0.86	1	5月3日
603658	安图生物	微生物质谱注册获批，有望进一步带动微生物系列产品快速增长	买入	中泰证券	1.41	1.9	5月3日
600483	福能股份	"中信建投-福能股份(600483)营收大幅增长,火电业务回暖-180502"	买入	中信建投	0.75	0.87	5月3日
002314	南山控股	重组完成在即	买入	中信建投	0.36	0.41	5月3日
002640	跨境通	跨境通2017年年报&2018年一季报点评：从“量、质、效”看跨境电商龙头成长	买入	国泰君安	0.81	1.14	5月3日
002159	三特索道	一季度业绩减亏，盈利持续改善	增持	华泰证券	0.31	0.44	5月2日
300388	国祯环保	稀缺民营水务运营平台，技术积淀打造水环境治理标杆	买入	东吴证券	0.96	1.38	5月2日
600138	中青旅	业务稳步发展，天气拖累下增长仍稳健	增持	东吴证券	0.95	1.14	5月2日
000887	中鼎股份	2018年一季报点评：一季报业绩符合预期，产品从散件向总成延伸	买入	国海证券	1.05	1.22	5月2日
000603	盛达矿业	新收矿山产能释放 业绩大幅增长	增持	信达证券	0.48	0.5	5月3日
002493	荣盛石化	调研简报：芳烃产品保障业绩，浙石化项目潜力巨大	增持	中原证券	0.68	1.33	5月3日
600809	山西汾酒	青花高增超预期 省外扩张增速加快 改革红利加速释放	买入	申万宏源	1.85	2.56	5月3日
603663	三祥新材	一季报点评：募投项目潜力大，拓展销售市场显成效	增持	国海证券	0.66	0.85	5月2日
600703	三安光电	LED市场广阔，国产龙头加速布局	买入	东北证券	1	1.3	5月2日
600487	亨通光电	业绩持续高增长，布局下一代通信新方向	买入	东北证券	2.19	2.75	5月2日
600519	贵州茅台	稳健增长，张力充足	买入	中泰证券	29.2	35.87	5月2日
600661	新南洋	K12加速扩张，中金增持带来股价催化	买入	中泰证券	0.56	0.71	5月2日
603898	好莱客	"大家居推进，量价齐驱,业绩稳增"	买入	中信建投	1.42	1.83	5月3日
000813	德展健康	业绩稳定增长，阿托伐他汀一致性评价通过在即	买入	东方证券	0.43	0.53	5月3日
600661	新南洋	新南洋：深耕教培领域，盈利有望提升	-	中银国际	-	-	5月3日
000860	顺鑫农业	2018一季度财报点评：白酒快速增长，聚焦酒肉主业	买入	东兴证券	1.01	1.44	5月3日
300365	恒华科技	2018年一季报点评：业绩继续高增长，全面互联网转型战略稳步推进	增持	渤海证券	0.72	1	5月2日
600285	羚锐制药	业绩增长稳定，看好公司发展前景	增持	西南证券	0.47	0.61	5月2日
600559	老白干酒	净利率加速回归，产品结构调整影响收入增速	买入	方正证券	0.89	1.44	5月2日
002126	银轮股份	业绩增长符合预期	增持	方正证券	0.52	0.69	5月2日
000039	中集集团	集装箱、能化装备等主要业务持续向好 海工与汇兑损失影响业绩	买入	中泰证券	1.18	1.36	5月2日
600030	中信证券	龙头地位稳固，业绩持续跑赢行业，多层次资本市场建设最受益标的	买入	申万宏源	1.09	1.26	5月2日
600030	中信证券	业绩增长亮眼，龙头优势持续	增持	东方证券	1.03	1.16	5月2日
002024	苏宁易购	2018一季报点评：业绩符合预期，线下渠道拓展与线上规模增长并举	买入	光大证券	0.1	0.1	5月2日
600828	茂业商业	2018一季报点评：业绩符合预期，门店整合增效作用逐步体现	增持	光大证券	0.69	0.73	5月2日
600987	航民股份	2018年一季报点评：染费上涨带动业绩提速，印染龙头盈利能力逐步恢复	买入	光大证券	0.97	1.04	5月2日
002531	天顺风能	一季报点评：盈利能力维持平稳，销售业绩稳步增长	买入	太平洋	0.35	0.5	5月2日
002019	亿帆医药	制剂高速增	买入	太平洋	0.75	0.68	5月2日
600030	中信证券	中信证券一季报点评：释放投资业绩，业绩稳健强化龙头优势	买入	太平洋	1.07	1.23	5月2日
300408	三环集团	2018一季报点评报告：一季度业绩超预期，被动元器件、陶瓷后盖等业务推进迅猛	买入	光大证券	0.92	1.33	5月2日
600623	华谊集团	2018年Q1点评：醋酸景气正在兑现业绩	买入	方正证券	0.59	0.72	5月2日
000039	中集集团	公司一季报点评：业务持续复苏，业绩受汇兑损失及海工亏损影响	买入	方正证券	1.11	1.34	5月2日
600029	南方航空	净利润同比增速64%，国内ASK增速较高	增持	平安证券	0.81	1.05	5月2日
600900	长江电力	来水偏丰驱动发电量提升 投资收益增厚公司年报业绩	买入	申万宏源	1.02	1.05	5月3日
600167	联美控股	一季度业绩持续高增长 布局高科技打造新利润增长点	买入	申万宏源	1.38	1.82	5月3日
603658	安图生物	质谱注册上市，放量可期	买入	华泰证券	1.42	1.85	5月3日
600125	铁龙物流	业绩超预期，关注新货运清算办法	买入	华泰证券	0.31	0.35	5月2日
601211	国泰君安	受市场波动与成本提升影响，公司业绩小幅下滑	增持	东方证券	1.16	1.15	5月3日
600486	扬农化工	卓越推：扬农化工	买入	信达证券	3.02	3.57	5月3日
601128	常熟银行	卓越推：常熟银行	买入	信达证券	0.66	0.75	5月3日
601058	赛轮金宇	业绩略超预期，轮胎量价齐升增厚龙头盈利	增持	申万宏源	0.24	0.32	5月3日
600201	生物股份	一季报增速有所放缓，不改长期投资价值	买入	申万宏源	1.2	1.52	5月3日
603078	江化微	业绩短期受产能制约及原材料上涨影响下滑，长期新项目陆续释放保障成长	增持	申万宏源	1.15	2	5月3日
000976	华铁股份	年报业绩增长强劲，牵手法维莱打造轨交核心装备平台	买入	安信证券	0.35	0.39	5月4日
603308	应流股份	精密铸造的龙头企业，“两机”叶片助力业绩增长	增持	中信建投	0.3	0.39	5月4日
000703	恒逸石化	需求景气不改，定增完善产业链布局	增持	财富证券	1.04	2.04	5月4日
600376	首开股份	Q1业绩受益高投资收益、以京为核心、资源禀赋强	买入	安信证券	1.01	1.12	5月4日
000333	美的集团	美的集团2018年一季报点评：Q1业绩符合预期，高端化突破支撑未来增长	买入	国泰君安	3.29	3.88	5月4日
000546	金圆股份	拟发行12.1亿可转债，加速危废业务全国扩张	买入	国泰君安	0.86	1.26	5月4日
603658	安图生物	微生物质谱注册获批，竞争优势不断提升	买入	国泰君安	1.42	1.9	5月4日
300122	智飞生物	快速锁定九价HPV疫苗代理权，极大丰富公司产品线	买入	中泰证券	0.74	1.15	5月3日
600007	中国国贸	物业迅速渗透 业绩反弹	增持	中信建投	0.7	0.79	5月3日
600900	长江电力	主营业务稳健，积极布局产业链	买入	中信建投	0.98	0.97	5月3日
600208	新湖中宝	资产优质，持续转型	买入	中信建投	0.55	0.68	5月3日
600859	王府井	王府井2018年一季报点评：中档消费崛起，利润大超预期	买入	国泰君安	1.6	1.69	5月3日
603569	长久物流	行业变革机遇期，龙头企业抢份额	买入	国泰君安	1.26	1.59	5月3日
600519	贵州茅台	贵州茅台2018年一季报点评：增速良性平稳，预收款需理性看待	买入	国泰君安	28.7	36.29	5月3日
600229	城市传媒	主业挺拔，新业务积极推进	增持	华泰证券	0.51	0.63	5月3日
002555	三七互娱	一季度业绩略低于预期，短期发展进入蓄力期	买入	东吴证券	0.78	0.89	5月2日
600754	锦江股份	酒店业务稳步增长，Q1业绩超市场预期	买入	东吴证券	1.1	1.29	5月2日
600741	华域汽车	业绩平稳增长，超越行业平均水平	买入	长江证券	2.72	2.55	5月2日
600388	龙净环保	毛利率持续提升，期待全年表现	买入	华创证券	0.78	0.89	5月2日
601088	中国神华	一体化龙头业绩稳健，负债与资本开支继续下降	增持	信达证券	2.47	2.56	5月3日
600810	神马股份	年报点评：尼龙66景气提升，公司迎来业绩反转	增持	中原证券	1.1	1.32	5月3日
000902	新洋丰	跟踪报告：一体化布局的复合肥行业龙头，成本与渠道优势明显	买入	信达证券	0.65	0.81	5月3日
002008	大族激光	传统领域全面布局，细分领域不断深耕	买入	东北证券	2.04	2.75	5月2日
601336	新华保险	2018Q1管理层电话会议核心观点综述：年末45万人／月均39万人代理人规模、健康险全年150亿元新单目标不变！	买入	东北证券	2.24	3.11	5月2日
603808	歌力思	业绩高增长，运营能力提升	买入	中泰证券	1.11	1.36	5月2日
601398	工商银行	基本面稳健向上，PPOP高增	增持	中泰证券	0.82	0.87	5月2日
600521	华海药业	业绩符合预期，华海美国达盈亏平衡	买入	中泰证券	0.77	1.01	5月2日
002727	一心堂	柳暗花明——公司将进入持续盈利、净利润提升期	买入	太平洋	0.92	1.14	5月3日
000858	五粮液	基本面被误读，错杀中迎来机会	买入	中银国际	3.38	4.27	5月3日
002749	国光股份	业绩符合预期，增长加速势头延续	买入	中银国际	3.2	4.2	5月3日
600116	三峡水利	三峡水利2018年一季报点评：业绩下滑符合预期，三峡集团增持步伐加快	买入	中银国际	0.33	0.35	5月3日
000858	五粮液	二次创业创佳绩，18Q1迎来开门红	买入	东北证券	3.41	4.53	5月2日
000960	锡业股份	点评报告：锡价慢牛可期，铟资源开发在即	增持	万联证券	0.67	0.86	5月2日
000975	银泰资源	点评报告：铅锌采选待放量，黄金业务已起航	增持	万联证券	0.54	0.69	5月2日
600810	神马股份	PA66行业龙头，乘景气东风2018再出发	买入	光大证券	1.24	1.84	5月2日
600779	水井坊	收入保持高速增长，费用、消费税、非经常损益影响盈利能力	买入	西南证券	1.43	2.14	5月2日
600559	老白干酒	利润率加速上行，并表之年新起点	买入	平安证券	0.84	1.08	5月2日
300406	九强生物	业绩基本符合预期，正逐季明显改善	买入	西南证券	0.67	0.77	5月2日
603799	华友钴业	钴业龙头，成长锂电新材料领导者	增持	方正证券	6.66	7.12	5月2日
002159	三特索道	资源整合助力Q1减亏，多项举措催化业绩释放	增持	东吴证券	0.21	0.33	5月2日
600827	百联股份	2017年报及2018一季报点评：17年业绩符合预期，业态调整进程延续	买入	光大证券	0.46	0.47	5月2日
600859	王府井	2018年一季报点评：业绩超预期，财务费用显著下降	买入	光大证券	1.47	1.73	5月2日
603557	起步股份	业绩增速有所放缓，儿童鞋服长期发展空间广阔	中性	光大证券	0.46	0.53	5月2日
603123	翠微股份	2018年一季报点评：业绩基本符合预期，营收呈现回暖态势	增持	光大证券	0.3	0.33	5月2日
601998	中信银行	负债结构继续优化，关注净利息收入的企稳回升	增持	平安证券	0.92	1.03	5月2日
000975	银泰资源	业绩符合预期，黄金矿山注入提升未来盈利能力	增持	天风证券	0.58	0.91	5月2日
002645	华宏科技	2017年你年报点评：乘废钢回暖东风，迎业绩大幅增长	增持	光大证券	1.03	1.04	5月2日
600562	国睿科技	业绩下滑，看好雷达国产化和资本运作	增持	方正证券	0.65	0.79	5月2日
600038	中直股份	收入微增，新机型量产有望驱动收入高增长	买入	方正证券	0.94	1.13	5月2日
002661	克明面业	重整旗鼓再度启程，基本面或逐步改善	增持	平安证券	0.39	0.46	5月2日
300166	东方国信	业绩符合预期，工业互联网持续推进	买入	方正证券	0.54	0.69	5月2日
002468	申通快递	淡季平稳，规模效应有望提升	增持	华泰证券	1.28	1.61	5月2日
600266	北京城建	地产主业稳健，棚改含苞待放	增持	华泰证券	1.16	1.39	5月2日
600176	中国巨石	2018年一季报点评：营收与利润同步高增长，玻纤行业龙头发展再上新台阶	买入	国海证券	0.98	1.22	5月2日
600195	中牧股份	业绩符合预期，18年高成长	买入	华泰证券	1.13	1.36	5月2日
603619	中曼石油	事件点评：短期毛利率承压，营收规模增长可期	买入	国海证券	1.06	1.24	5月3日
600285	羚锐制药	贴膏剂保持较快增长，销售费用大幅提升	买入	财富证券	0.46	0.59	5月3日
603608	天创时尚	主业持续稳定增长，电商业务空间较大	增持	财富证券	0.63	0.77	5月3日
600305	恒顺醋业	收入保持稳健增长，费用管控加强提升业绩弹性	增持	申万宏源	0.41	0.49	5月3日
600990	四创电子	公司2018Q1业绩表现符合预期，看好公司内生及外延增长潜力	买入	申万宏源	1.57	1.96	5月3日
002617	露笑科技	业绩符合申万宏源预期，新能源业务驱动业绩增长	增持	申万宏源	0.75	1.01	5月4日
601229	上海银行	预计基本面将加速改善，重申板块首选	买入	申万宏源	2.08	2.43	5月4日
600699	均胜电子	短期受费用影响，看好良性协同提升效率	买入	财富证券	1.09	1.52	5月4日
600779	水井坊	利润率站稳20%，高增长可看全年	买入	招商证券	1.43	2.02	5月4日
603019	中科曙光	“服务器+芯片”铸造自主 “云计算+AI”曙光	增持	东北证券	0.64	0.87	5月4日
601919	中远海控	开局平稳战略清晰，底部耕耘静待花开	增持	国联证券	0.23	0.75	5月4日
600583	海油工程	新签订单承揽额超预期，汇兑损失扩大导致业绩下滑	买入	国泰君安	0.11	0.32	5月4日
600622	光大嘉宝	迎接证券化大时代 搭建不动产管理新平台	买入	中信建投	0.83	1.2	5月3日
600674	川投能源	业绩依赖雅砻江，新兴产业待成长	增持	中信建投	0.69	0.71	5月3日
603603	博天环境	双轮驱动共生增长，未来业绩高增可期	增持	中信建投	0.79	1	5月3日
000639	西王食品	汇率波动拖累收入，成本锁定，18年业绩有望改善	买入	中泰证券	1.01	1.11	5月3日
600612	老凤祥	2017年报&2018一季报点评：渠道扩张、非黄金占比提升，龙头稳步发展	买入	国泰君安	2.5	2.91	5月3日
002345	潮宏基	节日重叠收入增速暂缓，收购思妍丽共享她经济	买入	国泰君安	0.38	0.47	5月3日
600967	内蒙一机	受益需求旺盛和政策改革，业绩有望步入高增长	买入	华泰证券	0.42	0.57	5月2日
002126	银轮股份	2018年一季报点评：一季报符合预期，传统及新能源热管理共筑长期增长	买入	国海证券	0.51	0.65	5月2日
600276	恒瑞医药	收入增速符合预期，股权激励费用影响业绩，优先审评有望加快PD-1单抗报产进度	买入	东吴证券	1.41	1.76	5月2日
002599	盛通股份	Q1淡季不淡，业绩保持高速增长	增持	上海证券	0.4	0.52	5月3日
000977	浪潮信息	五年利润CAGR 65%的硬创新领军（“数据+金融+产业”深度研究之十六）	买入	申万宏源	0.49	0.73	5月3日
603203	快克股份	2017年业绩符合预期，传统产品和自动化产品稳健增长	增持	上海证券	1.34	1.67	5月3日
603816	顾家家居	不惧短期汇兑损失，业绩持续靓丽	买入	东北证券	2.4	3.36	5月2日
601668	中国建筑	2018年一季报点评：基建业务持续大步前进，地产新开工面积增长显著	买入	光大证券	1.26	1.39	5月2日
600271	航天信息	18Q1扣非净利增长24%，降价影响有限	买入	中泰证券	0.92	1.18	5月2日
603337	杰克股份	一季度持续高增长，加速迈向全球巨头	增持	中泰证券	2.26	2.88	5月2日
600196	复星医药	收入、现金流快速增长，全年业绩有望逐季向上	买入	中泰证券	1.53	1.81	5月2日
601398	工商银行	营收持续回暖，资产质量稳健向好	买入	中银国际	0.86	0.9	5月3日
600580	卧龙电气	业绩增长符合预期，电机巨头开启业绩反转大幕	买入	中信建投	0.56	0.7	5月3日
600176	中国巨石	成本管控将提升毛利，产能点火有望全面释放	买入	中银国际	0.93	1.14	5月3日
000060	中金岭南	Q1业绩符合预期，期待全年业绩放量	买入	天风证券	0.59	0.64	5月1日
600887	伊利股份	消费升级与渠道下沉均领先，助力收入持续高增长	买入	东北证券	1.21	1.5	5月2日
000825	太钢不锈	不锈钢出口创历史最好水平助推盈利能力复苏	买入	东北证券	0.99	1.01	5月2日
002696	百洋股份	火星时代并表，业绩显著提升	买入	东北证券	0.8	0.97	5月2日
300253	卫宁健康	业绩持续高增长，创新板块成长可期	增持	万联证券	0.19	0.26	5月2日
002821	凯莱英	2018年一季报点评：短期受汇兑损益影响，内生增速稳健	买入	万联证券	2.05	2.7	5月2日
000561	烽火电子	收入快速增长，关注降噪业务和资本运作	增持	方正证券	0.14	0.16	5月2日
600519	贵州茅台	贵州茅台一季报点评：发货滞后影响增速，提价效应未充分显现	买入	太平洋	29.59	36.01	5月2日
600990	四创电子	收入同比下滑，仍看好军民品业务齐头并进与资本运作	买入	方正证券	1.65	2.03	5月2日
600487	亨通光电	业绩高增长领先业界，新兴业务布局加速	买入	东吴证券	2.13	2.63	5月2日
002142	宁波银行	高盈利与安全边际兼具，维持买入评级	买入	申万宏源	2.07	2.53	5月2日
603716	塞力斯	各地布局陆续落地，后续成长看好	增持	平安证券	0.75	1.07	5月2日
603203	快克股份	业绩增长符合预期，智能装备持续向好	增持	平安证券	1.35	1.7	5月2日
603939	益丰药房	18年一季报点评：内生外延表现出色，业绩持续超预期	买入	光大证券	1.21	1.61	5月2日
603993	洛阳钼业	走向全球的国际矿业巨头	增持	天风证券	0.23	0.27	5月2日
000425	徐工机械	业绩增长符合预期，起重机械龙头彰显王者本色	买入	天风证券	0.22	0.28	5月2日
603313	梦百合	短期业绩承压，长期成长性不变	增持	中泰证券	0.92	1.19	5月2日
002325	洪涛股份	业绩符合预期，布局民办职教打开成长空间	买入	广证恒生	0.21	0.24	5月2日
000858	五粮液	年季报均超预期，高低档齐放量	增持	平安证券	3.17	3.61	5月2日
601111	中国国航	受汇兑影响较大，净利润同比增长79%	增持	平安证券	0.64	0.82	5月2日
002582	好想你	好想你一季报点评：净利率水平提升，百草味加速增长	增持	太平洋	0.28	0.35	5月2日
601601	中国太保	转型2.0扬帆，坚持高质量发展	买入	华泰证券	2.52	3.07	5月2日
600398	海澜之家	单季度持续增长，盈利水平提升	买入	财富证券	0.82	0.91	5月3日
002440	闰土股份	染料价格持续上涨带动Q1同比高增，分散染料价格有望突破前高	增持	申万宏源	1.73	2.05	5月3日
002563	森马服饰	全资收购Kidiliz，童装龙头地位进一步巩固	买入	申万宏源	0.58	0.71	5月3日
601966	玲珑轮胎	汇兑损失拖累业绩，Q2利润率有望回升	增持	申万宏源	1.04	1.21	5月3日
601155	新城控股	新会计准则加速业绩释放，融资增长助力规模扩张	增持	申万宏源	3.92	5.44	5月3日
601888	中国国旅	免税持续大增超出预期，多重利好期待业绩持续释放	增持	申万宏源	1.81	2.28	5月3日
600967	内蒙一机	2017及2018Q1业绩与预期一致，装甲龙头未来三年净利润CAGR25%以上增长	买入	申万宏源	0.4	0.49	5月3日
000036	华联控股	价值兑现，积极转型	买入	中信建投	0.9	1.01	5月3日
600519	贵州茅台	业绩表现依旧稳健，理性看待预收款回落	买入	西南证券	29.11	35.92	5月2日
002677	浙江美大	业绩持续靓丽，净利率良性微降	买入	西南证券	0.69	0.96	5月2日
601127	小康股份	Q1传统车业务增速亮眼，新能源研发投入加大	增持	西南证券	0.95	1.1	5月2日
600104	上汽集团	上汽通用表现亮眼，自主震撼发布Marvel X	买入	西南证券	3.3	3.59	5月2日
002308	威创股份	2018Q1季报点评：季度营收增速提升，扣非业绩快速增长	增持	上海证券	0.32	0.39	5月3日
600562	国睿科技	行业招标延迟导致业绩下滑，雷达业务有望逐渐恢复	买入	东方证券	0.49	0.6	5月3日
002602	世纪华通	一季报超预期，点点互动发力海外手游市场	增持	上海证券	0.9	1.05	5月3日
600132	重庆啤酒	销量增长良好，盈利能力持续提升	买入	华泰证券	0.85	1.03	5月2日
600754	锦江股份	Q1保持快速加盟扩张	增持	华泰证券	1.15	1.39	5月2日
600519	贵州茅台	终端价格管控成效显著	增持	华泰证券	29.17	35.5	5月2日
603103	横店影视	动态点评：一季度业绩超预期为中报护航 五一观影热度有望持续	买入	国海证券	0.88	1.09	5月2日
603355	莱克电气	2017年报和2018年一季报点评：收入保持增长，汇兑原材料仍然拖累业绩，毛利率持续改善	增持	东方证券	1.72	2.46	5月2日
000786	北新建材	“两材”系列报告之三：石膏板龙头，制造业典范，乘长风再破万里浪	买入	中泰证券	1.76	2.09	5月2日
600583	海油工程	事件点评：短期毛利率承压，全年营收规模增长可期	买入	国海证券	0.17	0.34	5月2日
601997	贵阳银行	2017年年报暨2018年1季报点评：规模环比下降资产结构优化，资产质量有待进一步观察	增持	中银国际	2.31	2.65	5月3日
601328	交通银行	资产规模稳健增长，负债成本上升导致息差收窄	增持	中银国际	1	1.06	5月3日
002142	宁波银行	18年1季报点评：存款增长亮眼，盈利维持高增	增持	中银国际	2.29	2.77	5月3日
603808	歌力思	主品牌店效提升，品牌运营能力较强	买入	财富证券	1.1	1.3	4月27日
000425	徐工机械	工程机械国企龙头：迈向世界级的国际巨头	买入	中泰证券	0.27	0.35	5月1日
002236	大华股份	Q1汇兑影响，全年看好智能前端产品渗透加强	买入	华泰证券	1.03	1.42	5月1日
002632	道明光学	微棱镜型反光膜进口替代持续放量+铝塑膜动力电池业务稳步推进，业绩维持高增长	增持	华创证券	0.43	0.55	5月1日
002024	苏宁易购	GMV+46%，全渠道规模效应显著	买入	华泰证券	0.16	0.32	5月2日
601919	中远海控	成本管控实现逆势增长，旺季提价有望扭转悲观预期	买入	申万宏源	0.37	0.73	5月2日
000002	万科A	销售开局良好，首将租赁纳入核心业务	买入	中国银河	3.2	4.05	5月2日
000333	美的集团	稳健经营一如既往，盈利能力持续提升	买入	招商证券	3.29	3.88	5月2日
002405	四维图新	多方位提升，积极转型自动驾驶完整解决方案提供商	买入	中国银河	0.31	0.41	5月2日
300003	乐普医疗	一季报跟踪：业绩增长强劲，未来高成长态势确定	买入	中国银河	0.73	1.01	5月2日
000858	五粮液	业绩超预期，经营质量加速提升	买入	方正证券	3.49	4.61	5月2日
600068	葛洲坝	盈利水平持续提升，在手订单饱满保障全年业绩	买入	平安证券	1.19	1.34	5月2日
600704	物产中大	1Q18业绩大幅增长，供应链服务推进卓有成效	增持	平安证券	0.63	0.72	5月2日
603203	快克股份	公司业绩稳健增长，新产品有望逐渐获得突破	买入	太平洋	1.56	2.04	5月2日
600056	中国医药	收入端受拖累，利润增长稳健	增持	平安证券	1.54	1.93	5月2日
600612	老凤祥	2017年报与2018一季报点评：17年业绩符合预告，渠道、产品双方向发力拓展市占率	买入	光大证券	2.46	2.78	5月2日
002599	盛通股份	出版业务大幅增长，STEAM教育空间广阔	买入	光大证券	0.48	0.65	5月2日
002345	潮宏基	2017年报和2018一季报点评：17年业绩符合预告，打造她经济生态圈	买入	光大证券	0.36	0.39	5月2日
002531	天顺风能	在手订单充足，塔筒龙头蓄势待发	买入	天风证券	0.4	0.51	5月2日
002530	金财互联	2017年年报点评：两大主营双双发力，业绩符合预期	买入	光大证券	0.62	0.78	5月2日
600197	伊力特	收入利润稳定增长，非经常损益压低盈利水平	增持	太平洋	0.94	1.15	5月2日
600104	上汽集团	1Q业绩符合预期、自主新能源领先	买入	平安证券	3.28	3.53	5月2日
300192	科斯伍德	龙门教育并表驱动业绩增长，设立产业基金加码教育布局	买入	广证恒生	0.32	0.44	5月2日
600056	中国医药	CSO业务蓄势待发，商业并购加速	买入	华泰证券	1.52	1.92	5月2日
600018	上港集团	业绩超预期，投资收益大幅增加	买入	华泰证券	0.53	0.6	5月2日
600755	厦门国贸	17业绩靓丽，18Q1继续强劲增长	买入	华泰证券	1.37	1.76	5月2日
603008	喜临门	内销品牌营销渠道逐步发力，收入增长超市场预期	增持	申万宏源	0.98	1.32	5月3日
002001	新和成	维生素价格大涨带动业绩高增，销量影响导致业绩低于市场预期	买入	申万宏源	4.18	4.6	5月3日
600597	光明乳业	新莱特保持快速增长，期待液奶新品助力渠道重塑	增持	申万宏源	0.53	0.61	5月3日
600075	新疆天业	Q1业绩符合预期，氯碱景气度有望持续，乙二醇打开成长空间	增持	申万宏源	0.78	0.85	5月3日
600887	伊利股份	收入稳定增长，龙头市占率再上新台阶	买入	西南证券	1.15	1.33	5月2日
000651	格力电器	Q1业绩超预期，仍是价值之选	买入	西南证券	4.67	5.58	5月2日
600196	复星医药	内生增长强劲，抵消国药业绩下滑负面影响	买入	西南证券	1.42	1.65	5月2日
603816	顾家家居	收入保持快速增长，业绩符合预期	买入	西南证券	2.57	3.24	5月2日
300009	安科生物	拟定增投资生物药和精准医疗项目，员工持股锁定三年彰显信心	买入	华安证券	0.52	0.67	5月3日
002080	中材科技	2018一季报点评：产品结构持续优化，业绩增速下半年望提升	买入	国泰君安	1.49	1.81	5月3日
300192	科斯伍德	2018年1季报点评：收购标的并表，业务规模大幅增长	增持	国海证券	0.26	0.36	5月3日
600428	中远海特	业绩低于预期，多用途船复苏缓慢	增持	华泰证券	0.2	0.26	5月2日
002372	伟星新材	收入环比加速，净利率创同期新高	增持	中泰证券	0.98	1.22	5月2日
601988	中国银行	中国银行18年1季报点评：负债稳定，增速平稳	增持	中泰证券	0.59	0.64	5月2日
603306	华懋科技	预计为一汽大众配套将成为新的盈利增长点	买入	东方证券	1.37	1.67	5月2日
603096	新经典	2018年一季报点评：税收优惠政策及业务投入阶段性影响业绩，持续看好公司中长期价值	买入	东方证券	2.31	2.87	5月2日
600297	广汇汽车	营收高于行业增速，销售费用控制低于预期	增持	广证恒生	0.59	0.7	5月3日
002372	伟星新材	收入稳健增长，毛利率同比提升	买入	招商证券	0.78	0.98	4月27日
600066	宇通客车	Q1新能源盈利能力暂时下滑，看好后期改善与市占率提升	买入	安信证券	1.86	1.99	4月27日
000418	小天鹅A	“推新卖贵”初见效，业绩再次超预期	买入	安信证券	3	3.73	4月27日
002775	文科园林	PPP+EPC助力业绩释放，生态环保+市政旅游值得期待	买入	安信证券	1.2	1.74	4月27日
000069	华侨城A	文旅布局扩张，资源释放有望提速	买入	华泰证券	1.27	1.55	4月27日
300604	长川科技	17年报&18年一季报点评：业绩同比高增长，深度受益封测设备率先国产化	增持	华创证券	1.01	1.53	5月1日
300177	中海达	聚焦空间信息产业链，业绩高速增长	买入	中泰证券	0.21	0.26	5月1日
600258	首旅酒店	Q1业绩高增长，酒店业务表现靓丽	买入	华泰证券	1.03	1.27	5月2日
600056	中国医药	1季度短期因素拖累业绩，工业顺利过渡到中健	买入	招商证券	1.36	1.66	5月2日
600499	科达洁能	一度业绩小幅增长，18年业绩确定性高增速	买入	东北证券	0.48	0.64	5月2日
000951	中国重汽	增速好于行业水平，产品结构持续上移	增持	华创证券	1.39	1.36	5月2日
600026	中远海能	业绩低于预期，国际油运持续低迷	增持	华泰证券	0.4	0.49	5月2日
601155	新城控股	双轮驱动，驰骋远行	买入	长江证券	3.82	5.07	5月2日
002019	亿帆医药	一季报跟踪：业绩增速符合预期，自产药品将进入高速成长期	买入	中国银河	0.85	1	5月2日
603337	杰克股份	业绩符合预期，缝制机械龙头高速增长	买入	方正证券	2.23	3.05	5月2日
600779	水井坊	水井坊年报及一季报点评：收入创造历史新高，利润高速增长	增持	太平洋	1.34	1.95	5月2日
600978	宜华生活	短期盈利能力承压，中长期看好内生外延增长动力	增持	方正证券	0.61	0.7	5月2日
002126	银轮股份	业绩持续增长可期	买入	国金证券	0.464	0.581	5月2日
